i	j	q	a
0	386	89	0
0	387	113	0
0	388	114	0
0	389	114	0
0	390	113	1
0	391	113	1
0	392	112	1
0	393	113	0
0	394	113	1
0	395	111	1
0	396	113	0
0	397	113	1
0	398	112	0
0	399	113	1
0	400	111	1
0	401	113	1
0	402	113	0
0	403	114	0
0	404	113	1
0	405	114	0
0	406	113	1
0	407	113	0
0	408	113	1
0	409	60	0
0	410	113	1
0	411	112	1
0	412	114	0
0	413	113	1
0	414	111	1
0	415	113	1
0	416	114	0
0	417	113	1
0	418	113	0
0	419	112	0
0	420	113	0
0	421	113	1
0	422	113	1
0	423	114	0
0	424	111	0
0	425	114	0
0	426	113	0
0	427	114	0
0	428	113	1
0	429	113	1
0	430	111	1
0	431	111	0
0	432	113	1
0	433	113	0
0	434	114	0
0	435	113	0
0	436	111	0
0	437	113	0
0	438	114	0
0	439	113	0
0	440	114	0
0	441	113	1
0	442	114	0
0	443	111	1
0	444	89	0
0	445	114	0
0	446	113	1
0	447	114	0
0	448	113	0
0	449	113	0
0	450	114	0
0	451	113	0
0	452	113	1
0	453	114	0
0	454	113	1
0	455	114	0
0	456	113	1
0	457	113	1
0	458	39	1
0	459	113	1
0	460	111	1
0	461	114	0
0	462	107	0
0	463	113	0
0	464	113	1
0	465	113	1
0	466	113	1
0	467	113	1
0	468	111	0
0	469	113	1
0	470	112	0
0	471	114	0
0	472	109	1
0	473	114	0
0	474	114	0
0	475	92	1
0	476	114	0
0	477	113	0
0	478	112	0
0	479	113	0
0	480	113	0
0	481	111	0
0	482	112	0
0	483	112	1
0	484	113	1
0	485	113	0
0	486	113	0
0	487	89	1
0	488	113	1
0	489	111	0
0	490	114	0
0	491	113	1
0	492	113	1
0	493	111	1
0	494	113	0
0	495	113	0
0	496	113	0
0	497	113	1
0	498	114	0
0	499	87	0
0	500	112	1
0	501	113	1
0	502	113	0
0	503	114	0
0	504	113	0
0	505	113	1
0	506	111	1
0	507	114	0
0	508	109	1
0	509	113	1
0	510	113	1
0	511	114	0
0	512	113	0
0	513	113	1
0	514	113	1
0	515	112	0
0	516	114	0
0	517	111	1
0	518	113	0
0	519	113	1
0	520	113	1
0	521	113	1
0	522	113	0
0	523	87	0
0	524	113	1
0	525	113	1
0	526	113	0
0	527	87	1
0	528	113	1
0	529	102	0
0	530	113	0
0	531	108	0
0	532	112	1
0	533	114	0
0	534	113	0
0	535	113	0
0	536	113	1
0	537	112	0
0	538	113	0
0	539	113	1
0	540	114	0
0	541	114	0
0	542	90	1
0	543	109	1
0	544	112	0
0	545	114	0
0	546	112	1
0	547	65	0
0	548	83	0
0	549	113	1
0	550	111	1
0	551	76	0
0	552	113	1
0	553	112	1
0	554	114	0
0	555	112	0
0	556	112	0
0	557	112	0
0	558	89	0
0	559	109	1
0	560	89	0
0	561	112	1
0	562	88	1
0	563	106	0
0	564	84	0
0	565	112	0
0	566	90	1
0	567	113	0
0	568	110	0
0	569	94	0
0	570	109	1
0	571	87	1
0	572	113	0
0	573	113	0
0	574	113	0
0	575	83	0
0	576	108	0
0	577	111	0
0	578	111	0
0	579	113	0
0	580	112	1
0	581	114	0
0	582	112	1
0	583	93	0
0	584	85	1
0	585	112	0
0	586	112	0
0	587	111	1
0	588	112	1
0	589	90	1
0	590	114	0
0	591	109	1
0	592	114	0
0	593	91	0
0	594	113	1
0	595	113	1
0	596	111	0
0	597	112	1
0	598	113	1
0	599	108	0
0	600	111	0
0	601	114	0
0	602	108	0
0	603	113	0
0	604	112	0
0	605	108	1
0	606	113	0
0	607	111	0
0	608	114	0
0	609	113	1
0	610	112	0
0	611	112	0
0	612	108	0
0	613	112	1
0	614	114	0
0	615	112	0
0	616	112	0
0	617	107	0
0	618	113	0
0	619	113	1
0	620	114	0
0	621	113	1
0	622	112	0
0	623	114	0
0	624	109	1
0	625	113	0
0	626	114	0
0	627	109	1
0	628	114	0
0	629	113	1
0	630	113	1
0	631	113	1
0	632	113	0
0	633	114	0
0	634	113	0
0	635	114	0
0	636	113	0
0	637	114	0
0	638	113	0
0	639	113	1
0	640	111	1
0	641	112	1
0	642	65	1
0	643	113	0
0	644	114	0
0	645	113	1
0	646	57	0
0	647	104	0
0	648	114	0
0	649	112	1
0	650	111	0
0	651	112	1
0	652	114	0
0	653	112	1
0	654	113	1
0	655	107	0
0	656	114	0
0	657	83	0
0	658	113	0
0	659	113	1
0	660	114	0
0	661	109	0
0	662	113	1
0	663	113	0
0	664	112	1
0	665	112	0
0	666	112	0
0	667	114	0
0	668	112	1
0	669	114	0
0	670	113	1
0	671	113	1
0	672	111	1
0	673	113	0
0	674	113	1
0	675	113	1
0	676	113	1
0	677	113	1
0	678	107	0
0	679	114	0
0	680	113	0
0	681	113	1
0	682	114	0
0	683	114	0
0	684	113	1
0	685	114	0
0	686	98	1
0	687	86	0
0	688	114	0
0	689	113	1
0	690	112	0
0	691	89	1
0	692	114	0
0	693	113	0
0	694	113	0
0	695	113	0
0	696	113	1
0	697	111	1
0	698	114	0
0	699	113	1
0	700	112	0
0	701	109	0
0	702	107	1
0	703	113	1
0	704	113	1
0	705	114	0
0	706	113	0
0	707	112	0
0	708	84	0
0	709	112	1
0	710	113	1
0	711	113	1
0	712	108	0
0	713	113	0
0	714	89	0
0	715	112	1
0	716	114	0
0	717	108	0
0	718	111	1
0	719	110	1
0	720	114	1
0	721	113	1
0	722	76	0
0	723	113	0
0	724	114	0
0	725	112	0
0	726	113	1
0	727	112	1
0	728	114	0
0	729	114	0
0	730	114	0
0	731	112	0
0	732	113	0
0	733	113	0
0	734	112	0
0	735	113	0
0	736	110	1
0	737	113	0
0	738	111	0
0	739	112	0
0	740	111	1
0	741	94	1
0	742	114	0
0	743	113	1
0	744	112	0
0	745	114	0
0	746	88	0
0	747	100	0
0	748	109	0
0	749	113	1
0	750	114	0
0	751	113	1
0	752	114	0
0	753	114	0
0	754	113	1
0	755	111	0
0	756	114	0
0	757	113	0
0	758	86	1
0	759	114	0
0	760	114	0
0	761	111	1
0	762	99	0
0	763	112	1
0	764	87	1
0	765	112	0
0	766	90	1
0	767	113	0
0	768	112	1
0	769	114	0
0	770	112	1
0	771	114	0
0	772	83	0
0	773	113	0
0	774	110	0
0	775	113	1
0	776	113	1
0	777	113	0
0	778	114	0
0	779	112	0
0	780	113	1
0	781	111	1
0	782	102	0
0	783	113	1
0	784	114	0
0	785	108	0
0	786	114	0
0	787	113	1
0	788	114	0
0	789	113	1
0	790	114	0
0	791	89	0
0	792	113	1
0	793	112	1
0	794	113	1
0	795	108	0
0	796	113	0
0	797	113	1
0	798	114	0
0	799	112	1
0	800	113	0
0	801	113	0
0	802	114	0
0	803	113	0
0	804	113	1
0	805	114	0
0	806	108	1
0	807	112	0
0	808	98	1
0	809	89	0
0	810	113	0
0	811	112	1
0	812	104	0
0	813	111	0
0	814	113	1
0	815	113	0
0	816	113	1
0	817	113	0
0	818	114	0
0	819	113	0
0	820	109	1
0	821	113	1
0	822	113	0
0	823	112	0
0	824	98	1
0	825	113	1
0	826	112	1
0	827	68	1
0	828	114	0
0	829	112	1
0	830	111	0
0	831	107	1
0	832	113	1
0	833	86	0
0	834	69	1
0	835	113	0
0	836	113	0
0	837	112	0
0	838	113	0
0	839	108	0
0	840	92	0
0	841	101	1
0	842	100	0
0	843	100	1
0	844	111	0
0	845	98	1
0	846	110	1
0	847	85	0
0	848	98	0
0	849	109	1
0	850	113	0
0	851	106	0
0	852	110	0
0	853	113	1
0	854	114	0
0	855	113	0
0	856	114	0
0	857	105	1
0	858	86	1
0	859	109	0
0	860	82	0
0	861	111	1
0	862	109	1
0	863	112	0
0	864	111	1
0	865	111	0
0	866	82	0
0	867	108	0
0	868	113	0
0	869	111	0
0	870	114	0
0	871	112	1
0	872	113	1
0	873	114	0
0	874	112	0
0	875	111	1
0	876	112	1
0	877	113	1
0	878	109	0
0	879	112	0
0	880	113	1
0	881	113	0
0	882	113	1
0	883	100	0
0	884	113	1
0	885	107	1
0	886	113	1
0	887	88	0
0	888	112	1
0	889	112	1
0	890	112	1
0	891	114	0
0	892	113	1
0	893	113	1
0	894	113	1
0	895	114	0
0	896	113	0
0	897	87	0
0	898	113	1
0	899	109	0
0	900	113	1
0	901	113	1
0	902	93	0
0	903	111	0
0	904	105	0
0	905	114	0
0	906	114	0
0	907	112	0
0	908	65	0
0	909	112	0
0	910	109	1
0	911	113	0
0	912	113	1
0	913	109	1
0	914	113	1
0	915	113	1
0	916	114	0
0	917	113	1
0	918	108	1
0	919	112	1
0	920	114	0
0	921	112	0
0	922	113	0
0	923	110	0
0	924	113	0
0	925	114	0
0	926	113	1
0	927	113	1
0	928	111	0
0	929	112	0
0	930	112	1
0	931	113	0
0	932	112	0
0	933	113	1
0	934	113	1
0	935	113	1
0	936	114	0
0	937	113	0
0	938	114	0
0	939	113	1
0	940	111	1
0	941	113	1
0	942	110	1
0	943	114	0
0	944	110	0
0	945	88	1
0	946	113	1
0	947	113	1
0	948	114	1
0	949	113	1
0	950	111	0
0	951	114	0
0	952	110	0
0	953	114	0
0	954	113	1
0	955	113	1
0	956	113	1
0	957	113	0
0	958	110	1
0	959	114	0
0	960	106	1
0	961	113	0
0	962	113	0
0	963	112	1
0	964	114	0
0	965	114	0
0	966	113	1
0	967	114	0
0	968	107	0
0	969	113	0
0	970	114	0
0	971	111	0
0	972	107	1
0	973	113	1
0	974	112	0
0	975	113	1
0	976	112	0
0	977	114	0
0	978	113	1
0	979	76	0
0	980	112	1
0	981	111	0
0	982	114	0
0	983	109	0
0	984	113	0
0	985	112	1
0	986	113	1
0	987	92	1
0	988	113	0
0	989	113	1
0	990	113	0
0	991	113	1
0	992	83	1
0	993	113	1
0	994	114	0
0	995	111	1
0	996	113	1
0	997	113	0
0	998	112	0
0	999	112	0
0	1000	114	0
0	1001	112	1
0	1002	87	1
0	1003	114	0
0	1004	112	1
0	1005	113	0
0	1006	113	1
0	1007	113	1
0	1008	107	0
0	1009	113	1
0	1010	113	1
0	1011	113	0
0	1012	113	0
0	1013	114	0
0	1014	112	0
0	1015	111	0
0	1016	113	0
0	1017	108	0
0	1018	113	1
0	1019	86	1
0	1020	113	1
0	1021	114	0
0	1022	111	0
0	1023	112	1
0	1024	113	0
0	1025	111	0
0	1026	114	0
0	1027	111	0
0	1028	113	1
0	1029	113	1
0	1030	114	0
0	1031	112	1
0	1032	113	0
0	1033	113	0
0	1034	114	0
0	1035	80	0
0	1036	114	1
0	1037	113	1
0	1038	114	0
0	1039	114	0
0	1040	114	0
0	1041	114	0
0	1042	108	1
0	1043	114	0
0	1044	113	1
0	1045	113	1
0	1046	108	0
0	1047	113	0
0	1048	112	0
0	1049	113	1
0	1050	113	1
0	1051	113	0
0	1052	114	0
0	1053	112	0
0	1054	113	1
0	1055	112	0
0	1056	113	1
0	1057	114	0
0	1058	114	0
0	1059	114	0
0	1060	114	0
0	1061	113	0
0	1062	113	1
0	1063	113	1
0	1064	100	1
0	1065	113	1
0	1066	112	1
0	1067	113	1
0	1068	113	1
0	1069	113	0
0	1070	114	0
0	1071	113	1
0	1072	112	1
0	1073	113	0
0	1074	112	1
0	1075	114	0
0	1076	112	0
0	1077	112	1
0	1078	113	1
0	1079	86	0
0	1080	113	1
0	1081	113	0
0	1082	114	0
0	1083	113	1
0	1084	114	0
0	1085	112	1
0	1086	113	1
0	1087	89	0
0	1088	113	1
0	1089	113	0
0	1090	113	0
0	1091	108	0
0	1092	89	1
0	1093	113	1
0	1094	113	1
0	1095	90	0
0	1096	86	1
0	1097	114	0
0	1098	113	1
0	1099	113	0
0	1100	113	1
0	1101	113	0
0	1102	113	0
0	1103	113	1
0	1104	113	0
0	1105	114	0
0	1106	113	0
0	1107	114	0
0	1108	113	1
0	1109	113	0
0	1110	113	1
0	1111	112	1
0	1112	113	0
0	1113	111	0
0	1114	89	0
0	1115	113	0
0	1116	112	0
0	1117	105	1
0	1118	111	0
0	1119	114	0
0	1120	113	0
0	1121	107	1
0	1122	80	0
0	1123	112	1
0	1124	114	0
0	1125	77	1
0	1126	113	1
0	1127	114	0
0	1128	93	0
0	1129	112	1
0	1130	113	0
0	1131	89	0
0	1132	104	0
0	1133	111	1
0	1134	113	1
0	1135	107	0
0	1136	112	0
0	1137	107	1
0	1138	112	0
0	1139	111	0
0	1140	84	0
0	1141	105	0
0	1142	111	0
0	1143	107	0
0	1144	67	1
0	1145	79	1
0	1146	87	0
0	1147	98	0
0	1148	113	1
0	1149	112	0
0	1150	84	0
0	1151	113	1
0	1152	100	1
0	1153	107	0
0	1154	111	1
0	1155	112	0
0	1156	112	0
0	1157	113	0
0	1158	114	0
0	1159	113	1
0	1160	114	0
0	1161	113	0
0	1162	112	0
0	1163	113	0
0	1164	112	1
0	1165	112	0
0	1166	113	0
0	1167	112	0
0	1168	113	0
0	1169	112	0
0	1170	111	1
0	1171	113	1
0	1172	113	1
0	1173	82	1
0	1174	112	0
0	1175	108	0
0	1176	113	0
0	1177	113	0
0	1178	113	0
0	1179	112	1
0	1180	112	0
0	1181	112	0
0	1182	113	1
0	1183	111	1
0	1184	113	0
0	1185	111	0
0	1186	114	0
0	1187	112	1
0	1188	79	0
0	1189	113	1
0	1190	108	0
0	1191	113	0
0	1192	114	0
0	1193	111	1
0	1194	112	1
0	1195	114	0
0	1196	108	0
0	1197	113	1
0	1198	113	0
0	1199	113	1
0	1200	65	1
0	1201	113	1
0	1202	113	0
0	1203	112	0
0	1204	113	1
0	1205	113	1
0	1206	107	1
0	1207	108	0
0	1208	93	0
0	1209	113	0
0	1210	114	0
0	1211	112	0
0	1212	107	0
0	1213	113	1
0	1214	113	0
0	1215	113	0
0	1216	111	1
0	1217	107	1
0	1218	113	0
0	1219	113	0
0	1220	114	0
0	1221	113	1
0	1222	111	0
0	1223	107	0
0	1224	112	0
0	1225	112	1
0	1226	112	0
0	1227	113	1
0	1228	113	0
0	1229	87	0
0	1230	112	0
0	1231	107	1
0	1232	88	1
0	1233	111	0
0	1234	113	0
0	1235	113	0
0	1236	114	0
0	1237	108	0
0	1238	114	0
0	1239	113	1
0	1240	112	0
0	1241	113	0
0	1242	113	0
0	1243	113	0
0	1244	113	1
0	1245	113	0
0	1246	107	0
0	1247	112	0
0	1248	113	1
0	1249	113	0
0	1250	114	0
0	1251	113	1
0	1252	109	0
0	1253	90	1
0	1254	94	1
0	1255	108	1
0	1256	112	0
0	1257	113	0
0	1258	111	1
0	1259	113	0
0	1260	113	1
0	1261	112	1
0	1262	109	1
0	1263	114	0
0	1264	112	0
0	1265	113	1
0	1266	113	1
0	1267	111	0
0	1268	114	0
0	1269	113	0
0	1270	114	0
0	1271	113	0
0	1272	113	1
0	1273	113	1
0	1274	112	1
0	1275	113	1
0	1276	113	0
0	1277	113	0
0	1278	113	0
0	1279	114	0
0	1280	88	1
0	1281	113	1
0	1282	114	0
0	1283	114	0
0	1284	114	0
0	1285	113	0
0	1286	114	0
0	1287	113	1
0	1288	113	1
0	1289	87	1
0	1290	90	0
0	1291	108	0
0	1292	114	0
0	1293	111	1
0	1294	114	0
0	1295	114	0
0	1296	113	0
0	1297	113	1
0	1298	106	0
0	1299	83	0
0	1300	113	0
0	1301	113	0
0	1302	114	0
0	1303	114	0
0	1304	90	1
0	1305	113	1
0	1306	113	1
0	1307	102	0
0	1308	103	0
0	1309	113	1
0	1310	114	0
0	1311	113	1
0	1312	112	1
0	1313	113	1
0	1314	114	0
0	1315	114	0
0	1316	114	0
0	1317	114	0
0	1318	107	1
0	1319	114	0
0	1320	114	0
0	1321	107	0
0	1322	112	1
0	1323	112	1
0	1324	111	1
0	1325	113	0
0	1326	113	0
0	1327	113	0
0	1328	113	1
0	1329	114	0
0	1330	114	0
0	1331	113	1
0	1332	113	1
0	1333	113	1
0	1334	108	0
0	1335	114	0
0	1336	114	0
0	1337	113	1
0	1338	114	0
0	1339	114	0
0	1340	92	0
0	1341	113	0
0	1342	112	0
0	1343	113	1
0	1344	113	0
0	1345	113	1
0	1346	112	0
0	1347	112	1
0	1348	114	0
0	1349	114	0
0	1350	113	0
0	1351	112	0
0	1352	109	0
0	1353	113	1
0	1354	111	1
0	1355	111	0
0	1356	112	0
0	1357	114	0
0	1358	113	0
0	1359	113	0
0	1360	113	1
0	1361	114	0
0	1362	112	0
0	1363	113	1
0	1364	114	0
0	1365	105	0
0	1366	113	1
0	1367	113	1
0	1368	113	0
0	1369	114	0
0	1370	114	0
0	1371	113	1
0	1372	112	0
0	1373	113	0
0	1374	89	0
0	1375	111	0
0	1376	113	1
0	1377	113	1
0	1378	113	1
0	1379	113	1
0	1380	103	1
0	1381	114	0
0	1382	113	1
0	1383	89	0
0	1384	114	0
0	1385	112	1
0	1386	113	1
0	1387	111	1
0	1388	111	0
0	1389	88	0
0	1390	112	1
0	1391	113	0
0	1392	113	1
0	1393	114	0
0	1394	101	0
0	1395	113	1
0	1396	114	0
0	1397	109	1
0	1398	113	1
0	1399	106	0
0	1400	107	0
0	1401	112	1
0	1402	111	0
0	1403	88	0
0	1404	113	0
0	1405	114	1
0	1406	108	0
0	1407	107	0
0	1408	89	1
0	1409	113	0
0	1410	112	0
0	1411	107	0
0	1412	93	0
0	1413	113	1
0	1414	114	0
0	1415	113	0
0	1416	112	0
0	1417	89	0
0	1418	112	0
0	1419	113	1
0	1420	111	1
0	1421	113	1
0	1422	112	1
0	1423	92	1
0	1424	113	0
0	1425	112	1
0	1426	98	0
0	1427	92	1
0	1428	111	1
0	1429	113	1
0	1430	113	0
0	1431	111	0
0	1432	113	1
0	1433	113	1
0	1434	114	0
0	1435	111	1
0	1436	100	1
0	1437	89	0
0	1438	98	0
0	1439	100	0
0	1440	100	0
0	1441	100	1
0	1442	113	1
0	1443	112	1
0	1444	65	0
0	1445	114	0
0	1446	114	0
0	1447	113	1
0	1448	76	0
0	1449	110	0
0	1450	114	0
0	1451	113	1
0	1452	113	0
0	1453	112	1
0	1454	107	0
0	1455	107	1
0	1456	113	0
0	1457	113	0
0	1458	112	0
0	1459	112	1
0	1460	104	0
0	1461	113	1
0	1462	113	0
0	1463	111	1
0	1464	113	1
0	1465	113	1
0	1466	112	1
0	1467	113	1
0	1468	111	1
0	1469	109	1
0	1470	111	0
0	1471	113	0
0	1472	113	1
0	1473	113	1
0	1474	113	0
0	1475	114	0
0	1476	113	0
0	1477	114	0
0	1478	111	1
0	1479	90	0
0	1480	90	1
0	1481	114	1
0	1482	114	0
0	1483	111	0
0	1484	112	0
0	1485	113	0
0	1486	113	1
0	1487	113	1
0	1488	113	1
0	1489	113	0
0	1490	89	1
0	1491	114	0
0	1492	113	1
0	1493	113	1
0	1494	90	1
0	1495	114	0
0	1496	110	0
0	1497	114	0
0	1498	114	0
0	1499	113	0
0	1500	114	0
0	1501	113	0
0	1502	64	0
0	1503	112	0
0	1504	113	0
0	1505	112	1
0	1506	111	0
0	1507	113	0
0	1508	107	1
0	1509	108	0
0	1510	114	0
0	1511	111	0
0	1512	112	1
0	1513	114	0
0	1514	112	0
0	1515	113	0
0	1516	113	0
0	1517	112	0
0	1518	113	0
0	1519	112	1
0	1520	113	0
0	1521	114	0
0	1522	114	0
0	1523	113	0
0	1524	114	0
0	1525	111	0
0	1526	89	1
0	1527	112	1
0	1528	106	0
0	1529	113	0
0	1530	112	0
0	1531	113	1
0	1532	112	0
0	1533	111	0
0	1534	114	0
0	1535	114	0
0	1536	107	1
0	1537	113	1
0	1538	112	0
0	1539	113	0
0	1540	112	1
0	1541	112	1
0	1542	113	0
0	1543	113	0
0	1544	111	1
0	1545	113	1
0	1546	111	1
0	1547	113	1
0	1548	114	1
0	1549	113	0
0	1550	114	0
0	1551	113	1
0	1552	113	1
0	1553	112	1
0	1554	113	1
0	1555	113	0
0	1556	114	0
0	1557	114	0
0	1558	113	1
0	1559	113	1
0	1560	112	0
0	1561	113	0
0	1562	113	1
0	1563	113	1
0	1564	113	0
0	1565	114	0
0	1566	107	0
0	1567	112	0
0	1568	84	1
0	1569	114	0
0	1570	105	0
0	1571	109	1
0	1572	113	1
0	1573	110	1
0	1574	111	1
0	1575	113	1
0	1576	113	1
0	1577	107	0
0	1578	114	0
0	1579	114	0
0	1580	114	0
0	1581	113	0
0	1582	114	0
0	1583	109	1
0	1584	113	0
0	1585	113	0
0	1586	92	1
0	1587	107	1
0	1588	113	1
0	1589	114	0
0	1590	65	0
0	1591	113	0
0	1592	114	0
0	1593	112	0
0	1594	111	1
0	1595	113	1
0	1596	114	0
0	1597	113	1
0	1598	107	1
0	1599	113	0
0	1600	83	0
0	1601	113	1
0	1602	113	1
0	1603	112	1
0	1604	107	1
0	1605	114	0
0	1606	113	0
0	1607	113	0
0	1608	114	0
0	1609	111	0
0	1610	113	0
0	1611	114	0
0	1612	107	0
0	1613	84	0
0	1614	113	0
0	1615	113	1
0	1616	114	0
0	1617	113	0
0	1618	90	1
0	1619	113	0
0	1620	112	1
0	1621	111	0
0	1622	112	0
0	1623	114	0
0	1624	114	0
0	1625	114	0
0	1626	113	1
0	1627	113	0
0	1628	114	0
0	1629	111	1
0	1630	112	1
0	1631	113	0
0	1632	103	1
0	1633	113	0
0	1634	112	0
0	1635	112	0
0	1636	113	0
0	1637	107	0
0	1638	113	1
0	1639	113	0
0	1640	113	0
0	1641	113	1
0	1642	113	1
0	1643	113	1
0	1644	113	1
0	1645	99	0
0	1646	112	0
0	1647	113	1
0	1648	113	1
0	1649	113	0
0	1650	101	0
0	1651	113	1
0	1652	110	1
0	1653	105	0
0	1654	113	1
0	1655	114	0
0	1656	88	1
0	1657	100	0
0	1658	113	0
0	1659	113	0
0	1660	114	0
0	1661	113	1
0	1662	114	1
0	1663	108	0
0	1664	112	0
